		PEN Distance(cancer genes)	PEN Distance(other genes)	PEN-diff	Distance(cancer genes)	Distance(other genes)	Distance-diff	ppr(cancer genes)	ppr(other genes)	ppr-diff
LIG3	DFFB	9.37791111111111	10.527989680105165	1.1500785689940543	4.9375	5.527075348391538	0.5895753483915378	0.0003455480445048263	0.0003715277652620087	2.5979720757182375e-05
LIG3	ATR	7.800705555555556	9.027322721297093	1.226617165741537	4.4375	5.113821275295986	0.6763212752959857	0.0003559649638052093	0.00037062884790948895	1.4663884104279632e-05
LIG3	NF2	8.735861111111111	9.892069325153365	1.1562082140422536	4.75	5.229188954732358	0.4791889547323578	0.0003726001748138642	0.0003710308768613564	-1.569297952507757e-06
LIG3	MAP3K1	7.63178888888889	8.736803724802794	1.105014835913904	4.3125	4.931963063054682	0.619463063054682	0.00045786836583832535	0.0003708878367611176	-8.698052907720773e-05
LIG3	GRP	8.37433888888889	9.613551051709015	1.2392121628201256	4.5625	5.215538580447901	0.6530385804479009	0.0004445026870594364	0.0003711444774987645	-7.335820956067191e-05
LIG3	PPP1R13L	8.94293888888889	10.162986393514462	1.2200475046255725	4.5625	5.190659672477844	0.6281596724778442	0.00043198806959908643	0.00036928172792950314	-6.27063416695833e-05
LIG3	MUTYH	11.053272222222223	11.634733917616387	0.5814616953941645	6.375	3.5118838028169015	-2.8631161971830985	5.940791365955311e-05	0.0003735895142197214	0.0003141816005601683
LIG3	EPHX1	9.452483333333333	10.61104605609114	1.1585627227578073	5.3125	5.791496308321085	0.47899630832108464	0.0003182687550185532	0.00037168837193765695	5.341961691910377e-05
LIG3	GSTP1	8.559966666666668	9.849318755477647	1.289352088810979	4.5	5.149708549624475	0.6497085496244752	0.00048009873944573087	0.0003710384129868119	-0.00010906032645891894
LIG3	EIF3A	11.053272222222223	11.637256463628658	0.5839842414064353	6.375	3.5118838028169015	-2.8631161971830985	5.940791365955311e-05	0.0001983046763939025	0.0001388967627343494
LIG3	RRM1	11.053272222222223	11.637256463628658	0.5839842414064353	6.375	3.5118838028169015	-2.8631161971830985	5.940791365955311e-05	0.0001983046763939025	0.0001388967627343494
LIG3	LIF	7.91835	9.002357427695005	1.0840074276950045	4.375	4.99911409784112	0.6241140978411197	0.0004303701023788031	0.0003709739608495315	-5.939614152927162e-05
LIG3	TP73	7.281983333333333	8.791454184925502	1.5094708515921695	4.1875	5.063402957374365	0.8759029573743646	0.0008438394684432698	0.0003610969943807815	-0.00048274247406248836
LIG3	TERC	9.373094444444444	10.658879250657309	1.285784806212865	5.25	6.009682129545215	0.7596821295452152	0.0003756578764436279	0.00037093741319276755	-4.720463250860356e-06
LIG3	FXN	9.27943888888889	10.520575854513584	1.241136965624694	4.9375	5.482601548303471	0.5451015483034709	0.00039865267467243114	0.0003715641184977192	-2.7088556174711953e-05
LIG3	ACSS2	9.34586111111111	10.623895004382103	1.278033893270992	5.3125	6.080135674239182	0.7676356742391821	0.00036412133883348646	0.00037178943134518795	7.668092511701487e-06
LIG3	CDH17	11.053272222222223	11.637256463628658	0.5839842414064353	6.375	3.5118838028169015	-2.8631161971830985	5.940791365955311e-05	0.0001983046763939025	0.0001388967627343494
LIG3	FANCC	9.067438888888889	10.276669851007858	1.2092309621189692	4.8125	5.45199828982703	0.6394982898270296	0.00019094468414356184	0.0003725062577733881	0.0001815615736298263
LIG3	CDC25C	9.065961111111111	10.333529009640664	1.2675678985295527	4.9375	5.50726028894636	0.5697602889463598	0.000348816565588684	0.00037125664558943015	2.2440080000746135e-05
XRCC5	ERCC1	10.56098888888889	11.186790490797804	0.6258016019089148	4.0	2.320343461030383	-1.679656538969617	0.0003200821859241003	0.0002609856226024989	-5.9096563321601406e-05
XRCC5	MIR21	8.918111111111111	10.123047721297082	1.204936610185971	3.9375	4.539630118890356	0.6021301188903561	0.0005981717501428404	0.0004344491034375226	-0.0001637226467053178
XRCC5	COMT	8.796061111111111	10.119789504820321	1.3237283937092101	3.9375	4.633723742720524	0.696223742720524	0.0007393058143669224	0.0004338826600883666	-0.00030542315427855584
XRCC5	GCLC	8.785561111111111	10.006001270815062	1.2204401597039514	3.5	4.043152796125055	0.5431527961250548	0.0006350474177047837	0.0004342272497326568	-0.00020082016797212687
XRCC5	SMARCA4	7.3891	8.716886612620494	1.3277866126204936	3.1875	3.872302950242184	0.684802950242184	0.0013115186167360837	0.0004301424579297806	-0.0008813761588063031
XRCC5	BIRC7	8.223577777777779	9.678792112182279	1.4552143344045003	3.4375	4.23293703214443	0.79543703214443	0.0009579444546268748	0.000426853467721327	-0.0005310909869055479
XRCC5	XPC	10.56098888888889	11.186790490797804	0.6258016019089148	4.0	2.320343461030383	-1.679656538969617	0.0003200821859241003	0.0002609856226024989	-5.9096563321601406e-05
XRCC5	GABPA	10.56098888888889	11.186790490797804	0.6258016019089148	4.0	2.320343461030383	-1.679656538969617	0.0003200821859241003	0.0002609856226024989	-5.9096563321601406e-05
XRCC5	BRCA2	8.485855555555556	9.820536459246267	1.3346809036907104	3.6875	4.252091589608102	0.564591589608102	0.0007893553663517948	0.00043297237556348325	-0.0003563829907883115
XRCC5	DFFB	8.885627777777778	10.077523707274311	1.1918959294965337	3.75	4.33553500660502	0.5855350066050198	0.0006062223167693735	0.00043420871147060503	-0.0001720136052987685
XRCC5	ATR	7.308422222222222	8.576856748466238	1.2684345262440155	3.25	3.922280933509467	0.6722809335094668	0.0006166392360697565	0.0004333097941180853	-0.0001833294419516712
XRCC5	NF2	8.243577777777777	9.441603352322511	1.1980255745447348	3.5625	4.037648612945839	0.4751486129458389	0.0006332744470784114	0.00043371182306995283	-0.00019956262400845854
XRCC5	MAP3K1	7.139505555555555	8.28633775197194	1.1468321964163852	3.125	3.740422721268164	0.615422721268164	0.0007185426381028726	0.000433568782969714	-0.0002849738551331586
XRCC5	GRP	7.882055555555555	9.163085078878161	1.2810295233226068	3.375	4.023998238661383	0.6489982386613828	0.0007051769593239836	0.0004338254237073609	-0.0002713515356166227
XRCC5	PPP1R13L	8.450655555555556	9.712520420683607	1.2618648651280502	3.375	3.9991193306913253	0.6241193306913253	0.0006926623418636337	0.00043196267413809955	-0.00026069966772553413
XRCC5	MUTYH	10.56098888888889	11.184267944785535	0.6232790558966457	4.0	2.320343461030383	-1.679656538969617	0.0003200821859241003	0.0004362704604283178	0.00011618827450421751
XRCC5	EPHX1	8.9602	10.160580083260285	1.200380083260285	4.125	4.599955966534566	0.47495596653456573	0.0005789430272831004	0.00043436931814625336	-0.00014457370913684706
XRCC5	GSTP1	8.067683333333333	9.398852782646795	1.331169449313462	3.3125	3.9581682078379568	0.6456682078379568	0.0007407730117102781	0.00043371935919540833	-0.0003070536525148697
XRCC5	EIF3A	10.56098888888889	11.186790490797804	0.6258016019089148	4.0	2.320343461030383	-1.679656538969617	0.0003200821859241003	0.0002609856226024989	-5.9096563321601406e-05
XRCC5	RRM1	10.56098888888889	11.186790490797804	0.6258016019089148	4.0	2.320343461030383	-1.679656538969617	0.0003200821859241003	0.0002609856226024989	-5.9096563321601406e-05
XRCC5	LIF	7.426066666666666	8.551891454864151	1.1258247881974848	3.1875	3.8075737560546017	0.6200737560546017	0.0006910443746433502	0.0004336549070581279	-0.00025738946758522234
XRCC5	TP73	6.7897	8.340988212094649	1.551288212094649	3.0	3.8718626155878466	0.8718626155878466	0.001104513740707817	0.00042377794058937783	-0.0006807358001184392
XRCC5	TERC	8.880811111111111	10.208413277826455	1.3276021667153444	4.0625	4.818141787758696	0.7556417877586963	0.0006363321487081751	0.0004336183594013639	-0.0002027137893068112
XRCC5	FXN	8.787155555555556	10.070109881682729	1.2829543261271734	3.75	4.291061206516953	0.5410612065169529	0.0006593269469369783	0.0004342450647063156	-0.00022508188223066268
XRCC5	ACSS2	8.853577777777776	10.17342903155125	1.3198512537734732	4.125	4.888595332452664	0.7635953324526641	0.0006247956110980337	0.0004344703775537843	-0.00019032523354424935
XRCC5	CDH17	10.56098888888889	11.186790490797804	0.6258016019089148	4.0	2.320343461030383	-1.679656538969617	0.0003200821859241003	0.0002609856226024989	-5.9096563321601406e-05
XRCC5	FANCC	8.575155555555554	9.826203878177004	1.2510483226214504	3.625	4.260457948040511	0.6354579480405107	0.00045161895640810905	0.0004351872039819845	-1.6431752426124572e-05
XRCC5	CDC25C	8.573677777777778	9.883063036809812	1.3093852590320338	3.75	4.315719947159842	0.5657199471598418	0.0006094908378532312	0.0004339375917980265	-0.0001755532460552047
ERCC1	MIR21	10.870022222222222	11.449157230499821	0.5791350082775999	3.875	2.2192866578599735	-1.6557133421400265	0.00027808956421874017	0.0002611058997657862	-1.6983664452953958e-05
ERCC1	COMT	10.747972222222222	11.44589901402306	0.6979267918008389	3.875	2.313380281690141	-1.561619718309859	0.0004192236284428222	0.00026053945641663014	-0.00015868417202619204
ERCC1	GCLC	10.737472222222223	11.332110780017802	0.5946385577955784	3.0	1.722809335094672	-1.277190664905328	0.00031496523178068335	0.00026088404606092034	-5.4081185719763013e-05
ERCC1	SMARCA4	9.341011111111111	10.042996121823233	0.7019850107121215	2.375	1.551959489211801	-0.8230405107881991	0.0009914364308119834	0.00025679925425804414	-0.0007346371765539392
ERCC1	BIRC7	10.17548888888889	11.004901621385018	0.8294127324961291	2.875	1.9125935711140467	-0.9624064288859533	0.0006378622687027745	0.0002535102640495906	-0.00038435200465318395
ERCC1	XPC	12.5129	12.512900000000544	5.435651928564766e-13		0.0		0.0	8.764241893076249e-05	8.764241893076249e-05
ERCC1	GABPA	12.5129	12.512900000000544	5.435651928564766e-13		0.0		0.0	8.764241893076249e-05	8.764241893076249e-05
ERCC1	BRCA2	10.437766666666667	11.146645968449004	0.7088793017823374	3.375	1.9317481285777192	-1.4432518714222808	0.00046927318042769446	0.00025962917189174687	-0.0002096440085359476
ERCC1	DFFB	10.83753888888889	11.40363321647705	0.5660943275881607	3.5	2.0151915455746368	-1.4848084544253632	0.0002861401308452732	0.00026086550779886865	-2.527462304640455e-05
ERCC1	ATR	9.260333333333334	9.902966257668979	0.6426329243356452	2.5	1.601937472479084	-0.898062527520916	0.0002965570501456562	0.0002599665904463489	-3.6590459699307294e-05
ERCC1	GRP	9.833966666666665	10.4891945880809	0.6552279214142356	2.75	1.7036547776309996	-1.0463452223690004	0.0003850947733998833	0.0002604822200356245	-0.00012461255336425879
ERCC1	PPP1R13L	10.402566666666667	11.038629929886348	0.6360632632196808	2.75	1.6787758696609423	-1.0712241303390577	0.00037258015593953333	0.0002586194704663631	-0.00011396068547317022
ERCC1	MUTYH	12.5129	12.510377453988273	-0.0025225460117273		0.0		0.0	0.0002629272567565814	0.0002629272567565814
ERCC1	EPHX1	10.91211111111111	11.486689592463026	0.5745784813519155	4.25	2.279612505504183	-1.9703874944958168	0.0002588608413590001	0.0002610261144745169	2.165273115516846e-06
ERCC1	GSTP1	10.019594444444445	10.724962291849533	0.7053678474050873	2.625	1.6378247468075737	-0.9871752531924263	0.00042069082578617776	0.00026037615552367195	-0.0001603146702625058
ERCC1	EIF3A	12.5129	12.512900000000544	5.435651928564766e-13		0.0		0.0	8.764241893076249e-05	8.764241893076249e-05
ERCC1	RRM1	12.5129	12.512900000000544	5.435651928564766e-13		0.0		0.0	8.764241893076249e-05	8.764241893076249e-05
ERCC1	LIF	9.377977777777778	9.87800096406689	0.5000231862891127	2.375	1.4872302950242184	-0.8877697049757816	0.00037096218871925	0.0002603117033863915	-0.00011065048533285849
ERCC1	TP73	8.74161111111111	9.667097721297388	0.9254866101862778	2.0	1.5515191545574636	-0.4484808454425364	0.0007844315547837167	0.00025043473691764145	-0.0005339968178660753
ERCC1	TERC	10.832722222222221	11.534522787029195	0.7018005648069732	4.125	2.4977983267283137	-1.6272016732716863	0.0003162499627840748	0.0002602751557296275	-5.597480705444728e-05
ERCC1	FXN	10.739066666666666	11.39621939088547	0.657152724218804	3.5	1.9707177454865699	-1.5292822545134301	0.00033924476101287803	0.00026090186103457915	-7.834289997829888e-05
ERCC1	ACSS2	10.805488888888888	11.499538540753989	0.6940496518651003	4.25	2.568251871422281	-1.681748128577719	0.00030471342517393335	0.0002611271738820479	-4.358625129188544e-05
ERCC1	CDH17	12.5129	12.512900000000544	5.435651928564766e-13		0.0		0.0	8.764241893076249e-05	8.764241893076249e-05
ERCC1	FANCC	10.527066666666666	11.152313387379744	0.6252467207130774	3.25	1.9401144870101277	-1.3098855129898723	0.00013153677048400873	0.0002618440003102481	0.00013030722982623936
ERCC1	CDC25C	10.525588888888889	11.20917254601255	0.6835836571236609	3.5	1.9953764861294583	-1.5046235138705417	0.0002894086519291309	0.0002605943881262901	-2.881426380284079e-05
MIR21	COMT	9.105094444444443	10.382156244522339	1.2770618000778953	3.875	4.532666939550115	0.6576669395501149	0.0006973131926615623	0.00043400293725165385	-0.0002633102554099085
MIR21	GCLC	9.094594444444445	10.26836801051708	1.1737735660726347	3.4375	3.9420959929546457	0.5045959929546457	0.0005930547959994235	0.00043434752689594405	-0.00015870726910347942
MIR21	SMARCA4	7.698133333333334	8.97925335232251	1.281120018989177	3.125	3.7712461470717744	0.6462461470717744	0.0012695259950307235	0.00043026273509306785	-0.0008392632599376556
MIR21	BIRC7	8.532611111111112	9.941158851884296	1.4085477407731837	3.375	4.13188022897402	0.75688022897402	0.0009159518329215147	0.00042697374488461436	-0.0004889780880369003
MIR21	XPC	10.870022222222222	11.449157230499821	0.5791350082775999	3.875	2.2192866578599735	-1.6557133421400265	0.00027808956421874017	0.0002611058997657862	-1.6983664452953958e-05
MIR21	GABPA	10.870022222222222	11.449157230499821	0.5791350082775999	3.875	2.2192866578599735	-1.6557133421400265	0.00027808956421874017	0.0002611058997657862	-1.6983664452953958e-05
MIR21	BRCA2	8.794888888888888	10.082903198948284	1.2880143100593955	3.625	4.151034786437693	0.5260347864376929	0.0007473627446464347	0.0004330926527267706	-0.0003142700919196641
MIR21	DFFB	9.194661111111111	10.339890446976328	1.145229335865217	3.6875	4.234478203434611	0.5469782034346107	0.0005642296950640134	0.00043432898863389235	-0.000129900706430121
MIR21	ATR	7.617455555555556	8.839223488168255	1.221767932612699	3.1875	3.8212241303390577	0.6337241303390577	0.0005746466143643964	0.0004334300712813726	-0.0001412165430830238
MIR21	NF2	8.552611111111112	9.703970092024528	1.1513589809134164	3.5	3.9365918097754293	0.43659180977542933	0.0005912818253730513	0.0004338321002332401	-0.0001574497251398112
MIR21	MAP3K1	7.448538888888889	8.548704491673957	1.1001656027850686	3.0625	3.639365918097754	0.576865918097754	0.0006765500163975124	0.00043368906013300135	-0.00024286095626451106
MIR21	GRP	8.191088888888888	9.425451818580179	1.2343629296912901	3.3125	3.922941435490973	0.6104414354909729	0.0006631843376186234	0.00043394570087064823	-0.0002292386367479752
MIR21	PPP1R13L	8.759688888888888	9.974887160385624	1.2151982714967353	3.3125	3.8980625275209158	0.5855625275209158	0.0006506697201582735	0.0004320829513013868	-0.00021858676885688668
MIR21	MUTYH	10.870022222222222	11.446634684487552	0.5766124622653308	3.875	2.2192866578599735	-1.6557133421400265	0.00027808956421874017	0.00043639073759160513	0.00015830117337286496
MIR21	EPHX1	9.269233333333332	10.422946822962302	1.15371348962897	4.0625	4.498899163364157	0.43639916336415663	0.0005369504055777402	0.00043448959530954063	-0.00010246081026819961
MIR21	GSTP1	8.376716666666667	9.661219522348812	1.2845028556821454	3.25	3.857111404667547	0.6071114046675472	0.0006987803900049179	0.00043383963635869566	-0.0002649407536462222
MIR21	EIF3A	10.870022222222222	11.449157230499821	0.5791350082775999	3.875	2.2192866578599735	-1.6557133421400265	0.00027808956421874017	0.0002611058997657862	-1.6983664452953958e-05
MIR21	RRM1	10.870022222222222	11.449157230499821	0.5791350082775999	3.875	2.2192866578599735	-1.6557133421400265	0.00027808956421874017	0.0002611058997657862	-1.6983664452953958e-05
MIR21	LIF	7.7351	8.814258194566168	1.0791581945661681	3.125	3.7065169528841917	0.5815169528841917	0.0006490517529379902	0.0004337751842214152	-0.00021527656871657495
MIR21	TP73	7.098733333333334	8.603354951796666	1.5046216184633323	2.9375	3.770805812417437	0.8333058124174371	0.0010625211190024568	0.0004238982177526652	-0.0006386229012497916
MIR21	TERC	9.189844444444443	10.470780017528472	1.2809355730840295	4.0	4.717084984588287	0.7170849845882872	0.000594339527002815	0.0004337386365646513	-0.00016060089043816374
MIR21	FXN	9.09618888888889	10.332476621384746	1.2362877324958568	3.6875	4.190004403346544	0.5025044033465438	0.0006173343252316182	0.00043436534186960286	-0.00018296898336201534
MIR21	ACSS2	9.162611111111111	10.435795771253266	1.2731846601421548	4.0625	4.787538529282255	0.725038529282255	0.0005828029893926736	0.0004345906547170717	-0.0001482123346756019
MIR21	CDH17	10.870022222222222	11.449157230499821	0.5791350082775999	3.875	2.2192866578599735	-1.6557133421400265	0.00027808956421874017	0.0002611058997657862	-1.6983664452953958e-05
MIR21	FANCC	8.88418888888889	10.088570617879022	1.204381728990132	3.5625	4.159401144870101	0.5969011448701007	0.00040962633470274887	0.00043530748114527186	2.5681146442522985e-05
MIR21	CDC25C	8.88271111111111	10.145429776511829	1.262718665400719	3.6875	4.214663143989432	0.5271631439894318	0.0005674982161478711	0.00043405786896131383	-0.0001334403471865573
COMT	GCLC	8.972544444444445	10.265109794040319	1.2925653495958738	3.4375	4.036189616784813	0.5986896167848128	0.0007341888602235055	0.00043378108354678803	-0.00030040777667671745
COMT	SMARCA4	7.576083333333333	8.97599513584575	1.3999118025124169	3.125	3.865339770901942	0.7403397709019419	0.0014106600592548055	0.0004296962917439118	-0.0009809637675108937
COMT	BIRC7	8.410561111111111	9.937900635407535	1.5273395242964245	3.375	4.225973852804188	0.8509738528041879	0.0010570858971455967	0.0004264073015354583	-0.0006306785956101384
COMT	XPC	10.747972222222222	11.44589901402306	0.6979267918008389	3.875	2.313380281690141	-1.561619718309859	0.0004192236284428222	0.00026053945641663014	-0.00015868417202619204
COMT	GABPA	10.747972222222222	11.44589901402306	0.6979267918008389	3.875	2.313380281690141	-1.561619718309859	0.0004192236284428222	0.00026053945641663014	-0.00015868417202619204
COMT	BRCA2	8.672838888888888	10.079644982471521	1.4068060935826328	3.625	4.24512841026786	0.6201284102678599	0.0008884968088705167	0.00043252620937761456	-0.00045597059949290214
COMT	DFFB	9.072611111111112	10.336632230499568	1.264021119388456	3.6875	4.328571827264778	0.6410718272647777	0.0007053637592880954	0.0004337625452847363	-0.0002716012140033591
COMT	ATR	7.495405555555555	8.835965271691496	1.3405597161359406	3.1875	3.915317754169225	0.7278177541692248	0.0007157806785884784	0.00043286362793221655	-0.0002829170506562619
COMT	NF2	8.43056111111111	9.700711875547768	1.2701507644366572	3.5	4.030685433605597	0.5306854336055968	0.0007324158895971333	0.0004332656568840841	-0.0002991502327130492
COMT	MAP3K1	7.326488888888889	8.545446275197197	1.2189573863083076	3.0625	3.733459541927922	0.670959541927922	0.0008176840806215944	0.0004331226167838453	-0.00038456146383774914
COMT	GRP	8.069038888888887	9.422193602103418	1.353154713214531	3.3125	4.017035059321141	0.7045350593211408	0.0008043184018427054	0.0004333792575214922	-0.0003709391443212132
COMT	PPP1R13L	8.637638888888889	9.971628943908865	1.3339900550199761	3.3125	3.9921561513510833	0.6796561513510833	0.0007918037843823555	0.0004315165079522308	-0.0003602872764301247
COMT	MUTYH	10.747972222222222	11.44337646801079	0.6954042457885681	3.875	2.313380281690141	-1.561619718309859	0.0004192236284428222	0.0004358242942424491	1.6600665799626935e-05
COMT	EPHX1	9.147183333333333	10.419688606485543	1.2725052731522108	4.0625	4.592992787194325	0.5304927871943246	0.0006780844698018222	0.0004339231519603846	-0.00024416131784143764
COMT	GSTP1	8.254666666666667	9.65796130587205	1.4032946392053827	3.25	3.9512050284977147	0.7012050284977147	0.0008399144542289999	0.00043327319300953964	-0.00040664126121946025
COMT	EIF3A	10.747972222222222	11.44589901402306	0.6979267918008389	3.875	2.313380281690141	-1.561619718309859	0.0004192236284428222	0.00026053945641663014	-0.00015868417202619204
COMT	RRM1	10.747972222222222	11.44589901402306	0.6979267918008389	3.875	2.313380281690141	-1.561619718309859	0.0004192236284428222	0.00026053945641663014	-0.00015868417202619204
COMT	LIF	7.613049999999999	8.810999978089407	1.197949978089408	3.125	3.8006105767143596	0.6756105767143596	0.0007901858171620722	0.0004332087408722592	-0.000356977076289813
COMT	TP73	6.976683333333332	8.600096735319905	1.6234134019865731	2.9375	3.8648994362476046	0.9273994362476046	0.0012036551832265388	0.00042333177440350914	-0.0007803234088230298
COMT	TERC	9.067794444444443	10.467521801051712	1.3997273566072685	4.0	4.811178608418455	0.8111786084184551	0.000735473591226897	0.0004331721932154952	-0.0003023013980114018
COMT	FXN	8.974138888888888	10.329218404907987	1.3550795160190994	3.6875	4.284098027176711	0.5965980271767108	0.0007584683894557002	0.00043379889852044684	-0.00032466949093525337
COMT	ACSS2	9.04056111111111	10.432537554776506	1.3919764436653956	4.0625	4.881632153112422	0.819132153112422	0.0007239370536167556	0.0004340242113679156	-0.00028991284224884
COMT	CDH17	10.747972222222222	11.44589901402306	0.6979267918008389	3.875	2.313380281690141	-1.561619718309859	0.0004192236284428222	0.00026053945641663014	-0.00015868417202619204
COMT	FANCC	8.762138888888888	10.08531240140226	1.3231735125133728	3.5625	4.253494768700269	0.6909947687002687	0.0005507603989268309	0.0004347410377961158	-0.0001160193611307151
COMT	CDC25C	8.76066111111111	10.142171560035067	1.3815104489239562	3.6875	4.308756767819599	0.6212567678195988	0.0007086322803719531	0.00043349142561215775	-0.0002751408547597954
GCLC	SMARCA4	7.5655833333333335	8.86220690184049	1.2966235685071572	2.6875	3.2747688243064728	0.5872688243064728	0.0013064016625926667	0.00043004088138820203	-0.0008763607812044647
GCLC	BIRC7	8.400061111111112	9.824112401402276	1.424051290291164	2.9375	3.6354029062087188	0.6979029062087188	0.0009528275004834579	0.0004267518911797485	-0.0005260756093037095
GCLC	XPC	10.737472222222223	11.332110780017802	0.5946385577955784	3.0	1.722809335094672	-1.277190664905328	0.00031496523178068335	0.00026088404606092034	-5.4081185719763013e-05
GCLC	GABPA	10.737472222222223	11.332110780017802	0.5946385577955784	3.0	1.722809335094672	-1.277190664905328	0.00031496523178068335	0.00026088404606092034	-5.4081185719763013e-05
GCLC	BRCA2	8.66233888888889	9.965856748466262	1.3035178595773722	3.1875	3.654557463672391	0.4670574636723912	0.0007842384122083778	0.00043287079902190476	-0.00035136761318647306
GCLC	DFFB	9.062111111111111	10.222843996494309	1.1607328853831973	3.25	3.7380008806693086	0.4880008806693086	0.0006011053626259566	0.0004341071349290265	-0.00016699822769693012
GCLC	ATR	7.484905555555556	8.722177037686237	1.237271482130681	2.75	3.324746807573756	0.5747468075737561	0.0006115222819263396	0.00043320821757650676	-0.0001783140643498328
GCLC	GRP	8.058538888888888	9.308405368098159	1.2498664792092704	2.875	3.4264641127256716	0.5514641127256716	0.0007000600051805667	0.0004337238471657824	-0.00026633615801478425
GCLC	PPP1R13L	8.62713888888889	9.857840709903606	1.2307018210147156	2.875	3.401585204755614	0.5265852047556141	0.0006875453877202167	0.000431861097596521	-0.00025568429012369574
GCLC	MUTYH	10.737472222222223	11.32958823400553	0.5921160117833075	3.0	1.722809335094672	-1.277190664905328	0.00031496523178068335	0.0004361688838867393	0.00012120365210605596
GCLC	EPHX1	9.136683333333334	10.305900372480284	1.1692170391469503	3.625	4.002421840598855	0.3774218405988554	0.0005738260731396835	0.0004342677416046748	-0.00013955833153500867
GCLC	GSTP1	8.244166666666667	9.54417307186679	1.300006405200124	2.8125	3.360634081902246	0.548134081902246	0.0007356560575668611	0.00043361778265382984	-0.0003020382749130313
GCLC	RRM1	10.737472222222223	11.332110780017802	0.5946385577955784	3.0	1.722809335094672	-1.277190664905328	0.00031496523178068335	0.00026088404606092034	-5.4081185719763013e-05
GCLC	LIF	7.60255	8.697211744084148	1.0946617440841484	2.6875	3.2100396301188905	0.5225396301188905	0.0006859274204999333	0.0004335533305165494	-0.0002523740899833839
GCLC	TERC	9.057294444444445	10.353733567046453	1.296439122602008	3.5625	4.220607661822986	0.658107661822986	0.0006312151945647582	0.0004335167828597854	-0.00019769841170497274
GCLC	FXN	8.96363888888889	10.215430170902728	1.2517912820138388	3.25	3.6935270805812417	0.4435270805812417	0.0006542099927935613	0.00043414348816473705	-0.00022006650462882429
GCLC	CDH17	10.737472222222223	11.332110780017802	0.5946385577955784	3.0	1.722809335094672	-1.277190664905328	0.00031496523178068335	0.00026088404606092034	-5.4081185719763013e-05
GCLC	FANCC	8.751638888888888	9.971524167397002	1.219885278508114	3.125	3.6629238221047995	0.5379238221047995	0.0004465020022646921	0.000435085627440406	-1.1416374824286125e-05
GCLC	CDC25C	8.750161111111112	10.028383326029807	1.2782222149186957	3.25	3.7181858212241305	0.46818582122413055	0.0006043738837098143	0.00043383601525644796	-0.0001705378684533663
SMARCA4	BIRC7	7.0036000000000005	8.534997743207708	1.531397743207707	2.625	3.464553060325848	0.8395530603258479	0.001629298699514758	0.0004226670993768723	-0.0012066316001378857
SMARCA4	XPC	9.341011111111111	10.042996121823233	0.7019850107121215	2.375	1.551959489211801	-0.8230405107881991	0.0009914364308119834	0.00025679925425804414	-0.0007346371765539392
SMARCA4	GABPA	9.341011111111111	10.042996121823233	0.7019850107121215	2.375	1.551959489211801	-0.8230405107881991	0.0009914364308119834	0.00025679925425804414	-0.0007346371765539392
SMARCA4	BRCA2	7.265877777777778	8.676742090271695	1.410864312493917	2.875	3.48370761778952	0.6087076177895199	0.001460709611239678	0.00042878600721902855	-0.0010319236040206494
SMARCA4	DFFB	7.66565	8.93372933829974	1.2680793382997395	2.9375	3.5671510347864377	0.6296510347864377	0.0012775765616572566	0.0004300223431261503	-0.0008475542185311063
SMARCA4	ATR	6.088444444444445	7.433062379491667	1.3446179350472223	2.4375	3.1538969616908847	0.7163969616908847	0.0012879934809576395	0.00042912342577363055	-0.0008588700551840089
SMARCA4	NF2	7.0236	8.29780898334794	1.2742089833479397	2.75	3.269264641127257	0.5192646411272568	0.0013046286919662945	0.0004295254547254981	-0.0008751032372407965
SMARCA4	MAP3K1	5.919527777777779	7.142543382997369	1.2230156052195902	2.3125	2.972038749449582	0.6595387494495819	0.0013898968829907557	0.0004293824146252593	-0.0009605144683654963
SMARCA4	GRP	6.662077777777777	8.01929070990359	1.3572129321258126	2.5625	3.2556142668428008	0.6931142668428008	0.0013765312042118667	0.0004296390553629062	-0.0009468921488489605
SMARCA4	PPP1R13L	7.230677777777778	8.568726051709035	1.338048273931257	2.5625	3.230735358872743	0.6682353588727432	0.0013640165867515167	0.0004277763057936448	-0.000936240280957872
SMARCA4	MUTYH	9.341011111111111	10.040473575810964	0.6994624646998524	2.375	1.551959489211801	-0.8230405107881991	0.0009914364308119834	0.0004320840920838631	-0.0005593523387281203
SMARCA4	EPHX1	7.740222222222222	9.016785714285714	1.2765634920634916	3.3125	3.831571994715984	0.5190719947159841	0.0012502972721709835	0.0004301829498017986	-0.0008201143223691849
SMARCA4	GSTP1	6.847705555555557	8.255058413672224	1.407352858116667	2.5	3.1897842360193747	0.6897842360193747	0.0014121272565981611	0.00042953299085095363	-0.0009825942657472075
SMARCA4	EIF3A	9.341011111111111	10.042996121823233	0.7019850107121215	2.375	1.551959489211801	-0.8230405107881991	0.0009914364308119834	0.00025679925425804414	-0.0007346371765539392
SMARCA4	RRM1	9.341011111111111	10.042996121823233	0.7019850107121215	2.375	1.551959489211801	-0.8230405107881991	0.0009914364308119834	0.00025679925425804414	-0.0007346371765539392
SMARCA4	LIF	6.206088888888889	7.40809708588958	1.2020081970006906	2.375	3.0391897842360196	0.6641897842360196	0.0013623986195312333	0.0004294685387136732	-0.0009329300808175601
SMARCA4	TP73	5.569722222222222	7.197193843120077	1.6274716208978557	2.1875	3.1034786437692645	0.9159786437692645	0.0017758679855957	0.00041959157224492313	-0.001356276413350777
